1563	11 Feb 26	10:14:00	1	0	2	0	Ct	0	0	5	11	6	10	1	0	4	5	0	0	2	7	6	12	7	2	6	7	1	5	4	5	6	0	3	4	4	6	2	2	0	4
1564	11 Feb 26	10:15:00	1	0	2	0	Ct	0	0	6	5	10	7	3	0	3	6	0	5	2	5	6	3	6	0	1	0	0	4	3	0	2	2	2	4	2	6	4	1	0	2
1565	11 Feb 26	10:16:00	1	0	2	0	Ct	0	0	7	7	6	7	1	0	3	6	0	7	4	6	6	12	6	0	1	0	0	10	3	0	0	4	5	2	6	7	4	4	6	2
1566	11 Feb 26	10:17:00	1	0	2	0	Ct	0	0	4	0	9	7	1	0	3	7	0	7	1	4	3	4	5	0	0	4	0	6	2	2	0	6	4	0	6	6	0	5	4	2
1567	11 Feb 26	10:18:00	1	0	2	0	Ct	0	0	7	1	4	5	4	0	6	8	0	4	1	7	5	2	2	3	0	6	1	8	2	3	1	2	4	2	5	8	8	4	2	5
1568	11 Feb 26	10:19:00	1	0	2	0	Ct	0	0	8	2	11	5	1	0	2	6	0	4	3	4	8	4	6	0	0	6	0	10	0	3	0	4	1	2	4	7	6	2	3	3
1569	11 Feb 26	10:20:00	1	0	2	0	Ct	0	0	9	7	5	11	0	0	2	0	0	3	2	7	0	2	6	0	2	3	0	8	0	0	5	6	1	2	0	7	6	3	1	3
1570	11 Feb 26	10:21:00	1	0	2	0	Ct	0	0	6	5	4	6	3	0	2	7	0	2	4	5	6	9	9	3	3	4	0	4	3	3	0	6	1	4	2	7	4	3	1	0
1571	11 Feb 26	10:22:00	1	0	2	0	Ct	0	0	8	3	4	4	0	0	1	1	0	2	3	9	4	14	5	4	5	5	0	8	5	1	0	1	2	1	5	6	4	3	4	0
1572	11 Feb 26	10:23:00	1	0	2	0	Ct	0	0	7	4	9	8	3	0	5	7	0	4	3	7	6	11	4	8	7	6	0	8	2	1	0	1	4	4	6	9	4	4	2	0
1573	11 Feb 26	10:24:00	1	0	2	0	Ct	0	0	6	8	11	8	1	0	4	5	0	8	2	5	5	6	4	0	10	1	0	2	1	2	0	4	1	3	2	8	0	5	1	0
1574	11 Feb 26	10:25:00	1	0	2	0	Ct	0	0	7	3	6	4	5	0	4	8	0	3	0	7	7	12	4	0	4	0	0	4	0	1	1	2	3	5	5	5	0	2	0	0
1575	11 Feb 26	10:26:00	1	0	2	0	Ct	0	0	5	4	4	7	2	0	5	5	0	5	4	4	7	8	4	2	5	3	0	6	1	3	2	2	3	4	3	6	2	2	0	0
1576	11 Feb 26	10:27:00	1	0	2	0	Ct	0	0	8	5	7	8	0	0	6	3	0	4	0	6	2	3	6	6	9	6	0	8	3	3	0	4	0	4	3	10	2	8	0	0
1577	11 Feb 26	10:28:00	1	0	2	0	Ct	0	0	7	6	9	4	3	0	3	4	0	4	0	7	4	9	3	3	6	1	0	4	0	2	0	6	1	5	2	7	2	5	1	0
1578	11 Feb 26	10:29:00	1	0	2	0	Ct	0	0	1	3	7	5	6	0	1	4	0	2	2	4	4	11	4	0	4	0	3	6	2	1	0	3	3	3	5	7	2	3	0	0
1579	11 Feb 26	10:30:00	1	0	2	0	Ct	0	0	5	10	6	5	5	0	2	6	0	4	2	1	5	8	4	5	8	0	0	5	0	2	1	3	0	2	4	5	5	3	1	0
1580	11 Feb 26	10:31:00	1	0	2	0	Ct	0	0	2	4	3	6	2	0	2	4	0	5	0	1	5	7	6	3	7	5	1	4	2	5	1	3	12	3	2	8	7	7	0	0
1581	11 Feb 26	10:32:00	1	0	2	0	Ct	0	0	8	8	15	4	2	0	4	7	0	3	4	2	4	12	7	0	10	4	0	6	5	4	11	2	5	3	2	7	0	1	2	2
1582	11 Feb 26	10:33:00	1	0	2	0	Ct	0	0	6	5	10	3	2	0	2	3	0	4	1	6	6	9	5	1	6	1	0	12	2	4	1	4	2	1	7	7	2	1	3	0
1583	11 Feb 26	10:34:00	1	0	2	0	Ct	0	0	6	2	3	3	4	0	3	4	0	4	1	5	6	10	5	8	3	5	0	8	0	1	0	5	8	3	4	5	0	4	2	0
1584	11 Feb 26	10:35:00	1	0	2	0	Ct	0	0	3	9	6	6	2	0	6	0	0	4	1	6	5	12	3	2	2	6	0	5	1	0	1	2	4	4	4	5	2	3	3	0
1585	11 Feb 26	10:36:00	1	0	2	0	Ct	0	0	4	2	7	7	0	0	2	5	0	2	1	6	5	2	5	2	2	10	0	5	2	0	4	1	5	3	4	5	5	4	3	1
1586	11 Feb 26	10:37:00	1	0	2	0	Ct	0	0	4	7	3	10	2	0	1	7	0	3	5	11	3	7	5	2	3	2	0	6	6	3	0	4	0	3	4	8	0	3	3	0
1587	11 Feb 26	10:38:00	1	0	2	0	Ct	0	0	2	4	4	5	3	0	4	3	0	3	3	3	10	4	6	0	6	3	2	8	0	0	2	6	0	4	5	6	0	1	1	2
1588	11 Feb 26	10:39:00	1	0	2	0	Ct	0	0	7	3	4	2	2	0	4	3	0	0	3	5	8	5	4	2	4	1	2	8	0	0	0	1	3	3	6	5	0	2	4	3
