1	10 Feb 26	08:12:00	1	0	1	0	Ct	0	0	0	241	0	182	267	0	262	259	260	262	0	39	39	41	48	0	248	247	170	19	139	187	188	189	189	189	189	188	187	187	187	242
2	10 Feb 26	08:13:00	1	0	1	0	Ct	0	0	0	241	240	242	244	0	262	262	262	262	0	39	39	39	39	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	10 Feb 26	08:14:00	1	0	1	0	Ct	0	0	0	244	240	242	244	0	262	262	262	262	0	39	39	39	39	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	10 Feb 26	08:15:00	1	0	1	0	Ct	0	0	0	243	240	243	244	0	262	262	262	262	0	39	39	39	39	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	10 Feb 26	08:16:00	1	0	1	0	Ct	0	0	0	244	240	242	244	0	262	262	262	262	0	39	39	39	39	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	10 Feb 26	08:17:00	1	0	1	0	Ct	0	0	0	242	241	242	244	0	262	262	262	262	0	39	39	39	39	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	10 Feb 26	08:18:00	1	0	1	0	Ct	0	0	0	242	241	243	244	0	262	262	262	262	0	40	39	40	40	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	10 Feb 26	08:19:00	1	0	1	0	Ct	0	0	0	244	242	244	245	0	262	262	262	262	0	40	40	40	40	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	10 Feb 26	08:20:00	1	0	1	0	Ct	0	0	0	244	241	243	245	0	262	262	262	262	0	40	40	40	40	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	10 Feb 26	08:21:00	1	0	1	0	Ct	0	0	0	244	241	243	244	0	262	262	262	262	0	40	40	40	40	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	10 Feb 26	08:22:00	1	0	1	0	Ct	0	0	0	244	242	243	244	0	262	262	262	262	0	40	40	40	40	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	10 Feb 26	08:23:00	1	0	1	0	Ct	0	0	0	244	242	244	246	0	262	262	262	262	0	40	40	40	40	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	10 Feb 26	08:24:00	1	0	1	0	Ct	0	0	0	244	244	245	246	0	262	262	262	262	0	40	40	40	40	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	10 Feb 26	08:25:00	1	0	1	0	Ct	0	0	0	244	244	245	246	0	262	262	262	262	0	41	40	40	41	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	10 Feb 26	08:26:00	1	0	1	0	Ct	0	0	0	244	243	244	246	0	262	262	262	262	0	41	41	41	41	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	10 Feb 26	08:27:00	1	0	1	0	Ct	0	0	0	245	243	244	245	0	262	262	262	262	0	41	41	41	41	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	10 Feb 26	08:28:00	1	0	1	0	Ct	0	0	0	244	243	245	246	0	262	262	262	262	0	41	41	41	41	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	10 Feb 26	08:29:00	1	0	1	0	Ct	0	0	0	244	244	245	247	0	262	262	262	262	0	41	41	41	41	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	10 Feb 26	08:30:00	1	0	1	0	Ct	0	0	0	246	244	245	246	0	262	262	262	262	0	41	41	41	41	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	10 Feb 26	08:31:00	1	0	1	0	Ct	0	0	0	245	244	245	246	0	262	262	262	262	0	41	41	41	41	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	10 Feb 26	08:32:00	1	0	1	0	Ct	0	0	0	246	244	245	247	0	262	262	262	262	0	41	41	41	41	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	10 Feb 26	08:33:00	1	0	1	0	Ct	0	0	0	246	244	245	247	0	262	262	262	262	0	41	41	41	41	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	10 Feb 26	08:34:00	1	0	1	0	Ct	0	0	0	245	244	245	246	0	262	262	262	262	0	42	41	42	42	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	10 Feb 26	08:35:00	1	0	1	0	Ct	0	0	0	243	242	244	246	0	262	262	262	262	0	42	42	42	42	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	10 Feb 26	08:36:00	1	0	1	0	Ct	0	0	0	242	242	243	244	0	262	262	262	262	0	42	42	42	42	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	10 Feb 26	08:37:00	1	0	1	0	Ct	0	0	0	244	242	244	245	0	262	262	262	262	0	42	42	42	42	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
