1	8 Feb 26	08:48:00	1	0	1	0	Ct	0	0	0	245	32	65	248	0	237	219	226	237	0	43	43	44	46	0	195	40	39	39	39	39	39	39	39	39	39	39	39	39	39	245
2	8 Feb 26	08:49:00	1	0	1	0	Ct	0	0	0	245	244	245	247	0	237	237	237	237	0	43	43	43	43	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	8 Feb 26	08:50:00	1	0	1	0	Ct	0	0	0	245	244	245	247	0	237	237	237	237	0	43	43	43	43	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	8 Feb 26	08:51:00	1	0	1	0	Ct	0	0	0	245	244	245	247	0	237	237	237	237	0	43	43	43	43	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	8 Feb 26	08:52:00	1	0	1	0	Ct	0	0	0	245	244	246	247	0	238	237	238	238	0	43	43	43	43	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	8 Feb 26	08:53:00	1	0	1	0	Ct	0	0	0	247	244	246	247	0	238	238	238	238	0	43	43	43	43	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	8 Feb 26	08:54:00	1	0	1	0	Ct	0	0	0	244	244	246	247	0	238	238	238	238	0	43	43	43	43	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	8 Feb 26	08:55:00	1	0	1	0	Ct	0	0	0	247	244	246	248	0	238	238	238	238	0	43	43	43	43	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	8 Feb 26	08:56:00	1	0	1	0	Ct	0	0	0	246	244	245	247	0	238	238	238	238	0	43	43	43	43	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	8 Feb 26	08:57:00	1	0	1	0	Ct	0	0	0	247	244	246	247	0	239	238	238	239	0	43	43	43	43	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	8 Feb 26	08:58:00	1	0	1	0	Ct	0	0	0	244	244	246	248	0	239	238	239	239	0	43	43	43	43	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	8 Feb 26	08:59:00	1	0	1	0	Ct	0	0	0	244	244	246	247	0	239	239	239	239	0	44	43	43	44	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	8 Feb 26	09:00:00	1	0	1	0	Ct	0	0	0	246	244	245	247	0	239	239	239	239	0	44	44	44	44	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	8 Feb 26	09:01:00	1	0	1	0	Ct	0	0	0	247	244	245	247	0	239	239	239	239	0	44	44	44	44	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	8 Feb 26	09:02:00	1	0	1	0	Ct	0	0	0	246	244	245	247	0	239	239	239	239	0	44	44	44	44	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	8 Feb 26	09:03:00	1	0	1	0	Ct	0	0	0	246	244	245	247	0	239	239	239	239	0	44	44	44	44	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
